city,location,time,weather,crime_type,cctv,police,traffic,speed,temp,rainfall,accidents,complaints,severity
Hyderabad,Kukatpally,Night,stormy,Chain Snatching,6,4,2,71,24,287,4,9,7.49
Ahmedabad,Ghatlodia,Midnight,stormy,Robbery,6,2,8,28,20,114,5,9,10.0
Hyderabad,Secunderabad,Midnight,cloudy,Cyber Crime,7,3,5,18,24,10,2,9,7.01
Bangalore,Whitefield,Afternoon,cloudy,Assault,9,2,2,26,36,103,0,5,4.87
Chennai,Porur,Morning,rainy,Pickpocketing,0,2,5,35,37,174,7,4,5.79
Delhi,Nehru Place,Night,foggy,Theft,3,3,9,62,19,119,6,9,8.9
Delhi,Nehru Place,Morning,cloudy,Carjacking,4,1,6,73,42,236,7,7,8.13
Pune,Baner,Afternoon,rainy,Burglary,4,3,3,23,41,235,8,3,5.72
Pune,Koregaon Park,Afternoon,sunny,Robbery,0,1,8,57,23,37,1,7,7.6
Hyderabad,Secunderabad,Midnight,stormy,Eve Teasing,2,2,1,6,21,271,4,2,7.14
Mumbai,Andheri,Night,foggy,Cyber Crime,1,1,9,57,31,250,1,6,7.66
Hyderabad,Miyapur,Evening,rainy,Vandalism,6,1,9,71,41,26,7,4,5.89
Ahmedabad,Maninagar,Afternoon,sunny,Robbery,4,1,4,51,26,122,3,4,6.02
Hyderabad,Kukatpally,Night,stormy,Assault,2,4,8,57,42,155,3,5,8.89
Pune,Pimpri,Morning,sunny,Carjacking,7,4,3,61,44,216,9,4,5.94
Delhi,Lajpat Nagar,Midnight,rainy,Carjacking,0,2,6,29,39,193,7,0,7.98
Bangalore,Rajajinagar,Morning,cloudy,Chain Snatching,0,3,8,39,25,160,6,8,7.41
Hyderabad,Miyapur,Afternoon,stormy,Theft,5,1,9,33,20,127,0,3,4.75
Bangalore,Yeshwanthpur,Afternoon,sunny,Chain Snatching,0,4,8,21,41,177,6,4,7.1
Bangalore,Koramangala,Morning,cloudy,Mobile Theft,3,3,9,53,38,125,9,0,3.92
Mumbai,Thane,Afternoon,foggy,Mobile Theft,5,1,4,60,39,173,2,2,5.1
Bangalore,Yeshwanthpur,Night,rainy,Cyber Crime,0,3,1,77,25,34,4,2,4.94
Delhi,Rohini,Afternoon,rainy,Fraud,8,0,7,7,25,238,7,7,7.47
Chennai,Mylapore,Midnight,stormy,Burglary,3,1,4,26,28,40,5,7,8.71
Chennai,Anna Nagar,Night,sunny,Pickpocketing,8,3,1,18,30,185,7,8,6.4
Kolkata,Behala,Evening,foggy,Assault,8,1,3,7,16,182,4,9,8.71
Ahmedabad,Navrangpura,Afternoon,stormy,Assault,5,1,7,42,16,260,9,6,8.61
Hyderabad,Abids,Afternoon,stormy,Pickpocketing,6,0,3,25,19,33,8,5,5.87
Ahmedabad,Isanpur,Midnight,sunny,Pickpocketing,0,3,1,55,28,186,5,7,7.19
Delhi,Nehru Place,Midnight,foggy,Pickpocketing,4,2,7,28,35,136,8,2,7.37
Bangalore,Yeshwanthpur,Morning,sunny,Theft,2,4,8,49,42,201,3,9,6.47
Chennai,Porur,Morning,rainy,Pickpocketing,9,1,5,73,24,142,1,9,5.47
Ahmedabad,Naranpura,Morning,cloudy,Pickpocketing,9,1,6,48,24,108,7,9,5.97
Delhi,Lajpat Nagar,Midnight,rainy,Robbery,5,1,3,51,32,156,4,7,8.81
Chennai,Velachery,Morning,rainy,Cyber Crime,3,1,5,61,40,254,1,2,4.24
Bangalore,Marathahalli,Morning,stormy,Eve Teasing,8,4,3,23,34,180,5,1,4.0
Ahmedabad,Vastrapur,Evening,rainy,Carjacking,6,2,2,38,23,218,2,8,7.44
Chennai,T.Nagar,Morning,foggy,Pickpocketing,3,0,7,7,18,27,0,0,4.31
Hyderabad,LB Nagar,Afternoon,rainy,Robbery,5,2,7,43,31,150,5,9,7.49
Pune,Shivajinagar,Midnight,foggy,Fraud,1,4,8,79,35,99,7,9,8.47
Hyderabad,Mehdipatnam,Night,sunny,Carjacking,2,3,1,64,16,2,0,1,5.49
Kolkata,Ultadanga,Evening,stormy,Burglary,6,0,2,14,28,32,2,6,7.41
Kolkata,Behala,Midnight,foggy,Carjacking,3,0,2,44,36,198,5,0,6.36
Chennai,Guindy,Midnight,rainy,Theft,9,3,3,6,15,68,9,4,6.78
Pune,Koregaon Park,Afternoon,stormy,Pickpocketing,6,1,7,49,37,89,2,8,6.6
Delhi,Connaught Place,Morning,stormy,Carjacking,8,4,7,31,21,16,6,8,7.16
Hyderabad,LB Nagar,Afternoon,foggy,Fraud,4,3,7,57,18,33,5,3,4.97
Delhi,Saket,Morning,foggy,Theft,0,2,1,13,23,263,8,9,8.1
Pune,Shivajinagar,Morning,cloudy,Pickpocketing,4,2,2,5,17,59,5,1,4.25
Delhi,Rohini,Midnight,cloudy,Chain Snatching,5,3,8,37,19,183,6,8,8.78
Pune,Pimpri,Morning,stormy,Carjacking,1,4,9,42,35,198,1,3,6.45
Chennai,T.Nagar,Evening,cloudy,Pickpocketing,7,0,7,61,38,240,9,2,6.27
Delhi,Pitampura,Evening,rainy,Chain Snatching,1,0,1,37,24,231,3,2,6.3
Hyderabad,Jubilee Hills,Evening,sunny,Theft,8,1,4,52,24,210,4,6,5.9
Bangalore,BTM Layout,Midnight,stormy,Vandalism,1,4,8,7,18,51,1,1,6.42
Kolkata,Tollygunge,Afternoon,sunny,Eve Teasing,2,2,5,36,31,118,9,4,6.64
Bangalore,Rajajinagar,Night,cloudy,Vandalism,7,2,1,25,41,214,9,1,6.0
Delhi,Karol Bagh,Morning,foggy,Chain Snatching,5,1,7,72,35,148,9,6,7.34
Bangalore,Whitefield,Night,stormy,Cyber Crime,0,2,6,21,31,175,6,6,8.39
Hyderabad,Madhapur,Afternoon,cloudy,Assault,3,1,9,46,33,268,3,2,7.15
Hyderabad,LB Nagar,Afternoon,rainy,Eve Teasing,4,1,4,72,20,4,8,2,5.58
Delhi,Pitampura,Midnight,stormy,Eve Teasing,2,3,4,16,15,115,7,7,8.97
Chennai,Anna Nagar,Evening,stormy,Fraud,0,0,8,49,40,202,9,6,8.58
Bangalore,HSR Layout,Evening,foggy,Fraud,2,4,4,40,28,36,8,3,5.8
Chennai,Nungambakkam,Afternoon,stormy,Mobile Theft,8,4,3,55,44,53,7,1,4.26
Chennai,Chrompet,Midnight,foggy,Pickpocketing,1,0,7,11,27,287,4,2,8.37
Pune,Koregaon Park,Midnight,cloudy,Carjacking,0,4,5,37,17,283,8,2,7.86
Mumbai,Thane,Morning,rainy,Mobile Theft,6,2,9,52,37,85,4,4,5.51
Delhi,Pitampura,Evening,rainy,Vandalism,6,2,5,70,16,44,7,6,6.1
Kolkata,Behala,Afternoon,stormy,Burglary,4,4,9,37,36,283,3,3,6.16
Hyderabad,Jubilee Hills,Night,stormy,Assault,1,3,6,31,21,69,4,0,7.27
Hyderabad,Kukatpally,Evening,cloudy,Burglary,0,4,6,51,42,41,3,2,6.08
Delhi,Pitampura,Morning,foggy,Pickpocketing,4,1,6,70,26,271,1,2,4.16
Pune,Kothrud,Midnight,rainy,Chain Snatching,9,1,7,47,16,140,3,0,5.41
Ahmedabad,Navrangpura,Afternoon,foggy,Mobile Theft,3,0,4,23,25,58,4,7,6.42
Ahmedabad,Vastrapur,Evening,cloudy,Eve Teasing,8,2,4,72,30,239,5,3,5.71
Ahmedabad,Vastrapur,Night,rainy,Assault,4,3,9,14,41,46,3,4,7.95
Pune,Pimpri,Morning,rainy,Pickpocketing,9,4,7,26,19,166,9,2,4.84
Kolkata,Howrah,Morning,sunny,Cyber Crime,1,1,6,70,40,109,3,3,4.37
Hyderabad,Madhapur,Evening,cloudy,Assault,3,2,1,6,42,125,5,0,4.84
Delhi,Lajpat Nagar,Night,cloudy,Robbery,8,2,7,22,40,298,6,3,7.69
Pune,Kothrud,Morning,sunny,Vandalism,7,3,6,23,31,108,6,1,2.98
Hyderabad,Madhapur,Afternoon,foggy,Fraud,2,3,4,34,17,164,3,9,6.74
Chennai,Guindy,Morning,sunny,Vandalism,7,3,8,10,28,258,4,5,5.13
Bangalore,Koramangala,Night,cloudy,Burglary,1,3,7,31,30,75,2,1,6.18
Bangalore,HSR Layout,Midnight,foggy,Assault,2,1,8,19,31,6,4,8,10.0
Pune,Aundh,Midnight,rainy,Theft,4,3,9,35,42,185,9,1,7.51
Hyderabad,Secunderabad,Evening,sunny,Fraud,9,2,1,48,33,275,4,3,4.03
Mumbai,Chembur,Night,foggy,Burglary,9,2,3,14,18,78,3,3,6.76
Kolkata,New Town,Morning,foggy,Robbery,7,4,2,25,42,64,5,0,4.63
Ahmedabad,Chandkheda,Morning,foggy,Robbery,0,2,3,51,42,114,4,6,7.0
Kolkata,Dum Dum,Midnight,sunny,Theft,3,2,2,59,35,201,7,0,6.43
Kolkata,Park Street,Midnight,rainy,Eve Teasing,0,1,6,40,34,141,1,7,8.19
Pune,Koregaon Park,Afternoon,foggy,Assault,0,2,9,78,34,97,5,2,6.96
Chennai,Tambaram,Midnight,sunny,Robbery,4,0,2,62,39,216,1,7,8.01
Kolkata,Barasat,Afternoon,cloudy,Fraud,5,2,4,23,39,73,5,7,5.47
Bangalore,Koramangala,Morning,sunny,Burglary,0,4,5,68,23,292,3,9,6.34
Chennai,Anna Nagar,Afternoon,sunny,Theft,5,4,5,14,25,133,0,9,6.04
Delhi,Janakpuri,Afternoon,sunny,Eve Teasing,4,3,1,53,19,261,5,4,4.82
Kolkata,Barasat,Evening,foggy,Eve Teasing,3,1,6,58,25,283,2,2,6.52
Kolkata,Howrah,Midnight,sunny,Pickpocketing,9,4,5,65,27,101,6,8,6.49
Delhi,Pitampura,Afternoon,cloudy,Burglary,4,0,6,63,35,205,2,0,5.55
Kolkata,Park Street,Morning,foggy,Fraud,7,0,4,6,16,140,9,0,4.84
Delhi,Vasant Kunj,Night,cloudy,Robbery,8,3,6,79,36,12,3,1,5.95
Chennai,Anna Nagar,Afternoon,stormy,Pickpocketing,1,1,9,12,16,248,8,9,8.91
Bangalore,Indiranagar,Midnight,sunny,Carjacking,5,1,1,23,24,122,6,5,7.42
Delhi,Dwarka,Evening,foggy,Cyber Crime,2,2,6,72,27,9,3,1,5.31
Mumbai,Chembur,Morning,foggy,Fraud,1,0,1,18,19,79,1,3,4.5
Pune,Hadapsar,Evening,sunny,Assault,0,0,7,26,25,166,4,5,7.73
Pune,Wakad,Night,rainy,Burglary,3,0,4,21,43,98,7,1,7.35
Delhi,Saket,Afternoon,rainy,Theft,7,0,6,67,29,206,1,3,5.47
Pune,Baner,Afternoon,cloudy,Robbery,2,4,7,30,42,150,8,6,7.95
Kolkata,Behala,Midnight,sunny,Carjacking,4,1,5,40,42,36,4,0,6.95
Ahmedabad,Satellite,Afternoon,sunny,Mobile Theft,9,2,9,49,19,263,5,8,6.95
Ahmedabad,Maninagar,Morning,stormy,Assault,4,4,8,34,34,4,6,9,8.56
Pune,Chinchwad,Night,rainy,Theft,4,1,3,25,19,225,8,9,8.35
Chennai,Adyar,Evening,rainy,Robbery,8,3,1,24,21,26,6,6,6.33
Hyderabad,Kukatpally,Night,sunny,Chain Snatching,7,0,8,46,24,123,3,8,8.3
Chennai,Tambaram,Afternoon,cloudy,Chain Snatching,7,2,4,60,43,298,4,6,6.21
Hyderabad,Madhapur,Evening,sunny,Eve Teasing,0,1,7,16,16,34,2,0,5.53
Ahmedabad,Nikol,Midnight,cloudy,Carjacking,0,3,4,12,15,236,0,6,8.29
Ahmedabad,Chandkheda,Night,rainy,Carjacking,1,0,7,67,34,101,2,8,8.84
Delhi,Saket,Evening,stormy,Chain Snatching,7,3,1,60,37,76,0,7,4.79
Bangalore,Koramangala,Evening,foggy,Pickpocketing,9,3,1,11,15,81,4,3,4.64
Mumbai,Thane,Evening,rainy,Cyber Crime,0,4,2,66,18,145,6,4,4.73
Chennai,Adyar,Morning,cloudy,Cyber Crime,3,3,5,65,29,192,8,2,4.03
Kolkata,Tollygunge,Night,sunny,Pickpocketing,8,4,6,14,29,223,3,9,7.46
Hyderabad,Miyapur,Evening,rainy,Eve Teasing,1,4,2,54,44,52,9,9,6.96
Pune,Viman Nagar,Night,stormy,Robbery,2,3,1,24,20,84,9,1,7.53
Kolkata,Salt Lake,Evening,cloudy,Pickpocketing,5,1,9,32,20,128,0,2,5.12
Bangalore,Koramangala,Midnight,sunny,Pickpocketing,9,3,7,18,15,210,6,6,7.55
Hyderabad,Secunderabad,Midnight,foggy,Vandalism,2,3,8,12,21,263,2,7,7.92
Chennai,Tambaram,Midnight,cloudy,Vandalism,3,1,6,11,44,182,0,1,5.72
Delhi,Dwarka,Afternoon,sunny,Fraud,8,0,9,9,19,271,3,8,6.62
Kolkata,Gariahat,Evening,foggy,Vandalism,8,2,8,5,36,226,8,3,5.59
Bangalore,Jayanagar,Afternoon,sunny,Robbery,9,0,4,77,31,11,5,1,4.21
Chennai,Guindy,Night,foggy,Robbery,4,3,5,14,21,92,5,6,8.79
Ahmedabad,Bopal,Afternoon,foggy,Vandalism,6,0,2,62,18,189,6,1,5.57
Ahmedabad,Isanpur,Night,foggy,Mobile Theft,8,2,1,69,17,85,0,6,5.4
Chennai,Nungambakkam,Night,sunny,Assault,7,0,6,64,26,276,4,7,8.54
Chennai,T.Nagar,Night,foggy,Theft,6,2,3,24,41,292,3,8,7.27
Chennai,Tambaram,Afternoon,cloudy,Eve Teasing,7,0,4,62,43,260,3,0,5.22
Hyderabad,Madhapur,Evening,stormy,Robbery,4,4,1,47,29,197,6,1,5.5
Chennai,Porur,Afternoon,stormy,Cyber Crime,4,3,6,33,34,9,1,1,4.05
Kolkata,Park Street,Evening,foggy,Chain Snatching,4,2,8,6,23,87,4,6,8.32
Bangalore,Marathahalli,Evening,stormy,Robbery,0,3,4,30,35,36,6,5,7.74
Hyderabad,Banjara Hills,Night,stormy,Fraud,5,4,8,79,26,222,2,8,7.42
Chennai,T.Nagar,Afternoon,foggy,Robbery,4,0,3,63,19,174,1,2,6.88
Mumbai,Goregaon,Evening,foggy,Carjacking,7,3,7,5,22,208,0,7,8.46
Pune,Kothrud,Midnight,cloudy,Cyber Crime,7,0,3,35,29,48,4,4,6.43
Mumbai,Chembur,Evening,rainy,Chain Snatching,1,0,6,42,21,23,4,4,6.95
Bangalore,Marathahalli,Midnight,sunny,Theft,5,3,4,26,33,105,3,9,7.35
Ahmedabad,Chandkheda,Afternoon,foggy,Mobile Theft,9,2,6,70,27,262,7,4,6.35
Delhi,Saket,Afternoon,foggy,Robbery,9,2,7,51,15,205,1,7,7.02
Delhi,Pitampura,Afternoon,stormy,Mobile Theft,5,3,8,5,42,168,3,6,6.71
Pune,Wakad,Evening,cloudy,Vandalism,2,2,6,54,25,157,4,6,6.55
Ahmedabad,Maninagar,Morning,stormy,Robbery,0,1,4,40,27,240,8,3,7.2
Hyderabad,Dilsukhnagar,Evening,foggy,Eve Teasing,6,0,9,49,16,122,2,5,6.46
Hyderabad,Madhapur,Evening,foggy,Fraud,9,3,7,40,33,19,0,0,3.33
Hyderabad,Jubilee Hills,Night,stormy,Eve Teasing,4,4,9,38,25,55,3,5,7.02
Delhi,Saket,Night,foggy,Mobile Theft,9,3,3,13,15,279,9,4,6.44
Mumbai,Chembur,Evening,rainy,Cyber Crime,4,3,5,8,15,107,5,0,4.61
Delhi,Rohini,Midnight,sunny,Theft,7,0,1,67,22,139,6,0,5.18
Kolkata,Ultadanga,Night,sunny,Theft,4,4,8,8,27,90,3,2,5.21
Chennai,Porur,Evening,sunny,Theft,4,0,1,9,22,270,3,3,5.72
Hyderabad,Secunderabad,Morning,rainy,Fraud,0,2,1,14,16,209,5,0,4.52
Mumbai,Borivali,Midnight,foggy,Eve Teasing,1,3,7,48,22,175,0,9,8.5
Bangalore,Rajajinagar,Afternoon,stormy,Pickpocketing,4,0,8,44,41,60,4,6,6.89
Pune,Aundh,Evening,cloudy,Carjacking,6,1,3,40,43,283,2,1,5.85
Bangalore,Yeshwanthpur,Evening,foggy,Theft,2,3,2,39,28,2,7,3,5.54
Chennai,Guindy,Midnight,rainy,Assault,0,2,7,63,16,271,4,8,10.0
Mumbai,Dadar,Night,rainy,Eve Teasing,1,0,5,69,27,163,6,7,9.25
Delhi,Vasant Kunj,Night,sunny,Eve Teasing,2,0,1,35,41,8,7,1,6.16
Delhi,Lajpat Nagar,Night,foggy,Vandalism,8,1,2,50,19,11,7,8,6.48
Kolkata,Barasat,Afternoon,sunny,Cyber Crime,7,2,3,53,15,73,1,0,2.28
Kolkata,New Town,Midnight,cloudy,Burglary,3,1,6,10,23,237,1,5,8.35
Delhi,Vasant Kunj,Midnight,sunny,Mobile Theft,7,3,1,74,34,299,9,2,6.25
Bangalore,BTM Layout,Night,cloudy,Burglary,8,4,8,23,24,107,4,0,4.36
Pune,Wakad,Night,rainy,Chain Snatching,2,0,2,46,44,12,2,7,7.73
Hyderabad,Miyapur,Morning,sunny,Fraud,5,1,5,34,25,233,9,5,5.62
Bangalore,Yeshwanthpur,Morning,sunny,Theft,7,0,8,30,32,244,0,3,4.96
Pune,Hadapsar,Evening,stormy,Vandalism,9,0,5,7,31,91,7,2,5.24
Kolkata,Howrah,Evening,rainy,Theft,6,1,8,37,20,197,5,9,8.32
Chennai,Anna Nagar,Midnight,stormy,Theft,8,0,6,54,25,115,2,1,6.18
Pune,Chinchwad,Midnight,cloudy,Mobile Theft,6,2,7,35,38,130,7,4,6.68
Delhi,Lajpat Nagar,Afternoon,cloudy,Vandalism,0,2,8,72,18,152,0,7,6.41
Kolkata,Park Street,Afternoon,rainy,Vandalism,8,4,3,14,15,120,2,7,4.87
Kolkata,Dum Dum,Morning,cloudy,Carjacking,4,2,5,26,15,107,8,2,5.62
Hyderabad,Mehdipatnam,Evening,rainy,Robbery,5,1,7,67,36,15,5,8,8.13
Delhi,Rohini,Morning,cloudy,Burglary,1,2,9,58,32,298,0,9,7.31
Hyderabad,Jubilee Hills,Morning,foggy,Robbery,1,4,6,55,19,55,8,4,6.77
Delhi,Lajpat Nagar,Evening,sunny,Chain Snatching,3,3,1,8,30,102,6,6,6.9
Hyderabad,Banjara Hills,Afternoon,foggy,Vandalism,3,3,8,41,16,207,0,8,6.45
Pune,Kothrud,Evening,rainy,Fraud,4,1,6,75,23,150,0,6,5.97
Bangalore,Koramangala,Night,rainy,Mobile Theft,6,4,1,67,16,261,4,9,7.13
Chennai,Anna Nagar,Night,foggy,Chain Snatching,0,2,4,55,19,42,3,2,6.57
Chennai,Adyar,Night,sunny,Vandalism,9,4,6,12,34,299,7,1,5.94
Delhi,Connaught Place,Midnight,sunny,Robbery,3,0,1,5,41,117,1,6,7.5
Mumbai,Malad,Afternoon,stormy,Pickpocketing,8,4,5,12,31,278,5,9,6.92
Ahmedabad,Isanpur,Afternoon,cloudy,Pickpocketing,7,2,3,59,40,143,7,7,5.68
Kolkata,Behala,Midnight,stormy,Burglary,2,1,7,13,39,227,0,3,8.71
Kolkata,Barasat,Morning,sunny,Assault,5,0,8,55,33,203,2,0,4.92
Delhi,Rohini,Night,foggy,Fraud,8,4,3,20,24,228,0,5,5.42
Pune,Aundh,Night,cloudy,Theft,7,3,3,57,22,264,6,8,6.95
Hyderabad,LB Nagar,Morning,foggy,Eve Teasing,6,2,3,63,34,136,0,3,4.23
Mumbai,Kurla,Evening,stormy,Chain Snatching,6,1,6,49,25,239,8,2,6.93
Bangalore,BTM Layout,Evening,rainy,Vandalism,0,2,6,41,27,185,7,5,7.33
Hyderabad,Dilsukhnagar,Afternoon,foggy,Pickpocketing,4,4,3,70,27,150,2,5,4.38
Hyderabad,Secunderabad,Midnight,stormy,Assault,6,1,6,68,23,290,3,3,8.92
Delhi,Vasant Kunj,Afternoon,stormy,Fraud,1,3,9,40,19,109,8,6,6.97
Delhi,Nehru Place,Evening,stormy,Fraud,5,0,8,54,32,39,9,1,5.99
Pune,Pimpri,Morning,rainy,Pickpocketing,1,4,7,57,22,141,5,0,4.82
Kolkata,Behala,Afternoon,rainy,Cyber Crime,2,1,7,61,43,12,4,5,5.66
Delhi,Pitampura,Night,rainy,Eve Teasing,0,0,8,23,34,52,4,2,7.35
Delhi,Janakpuri,Night,cloudy,Assault,2,1,7,30,28,79,0,2,6.98
Delhi,Vasant Kunj,Morning,rainy,Carjacking,6,4,3,72,16,232,0,0,3.46
Pune,Baner,Evening,rainy,Eve Teasing,4,1,8,47,36,38,2,1,5.77
Kolkata,Dum Dum,Night,rainy,Robbery,3,3,8,62,30,226,1,2,7.28
Bangalore,Jayanagar,Night,foggy,Fraud,7,1,1,63,15,120,9,0,5.94
Bangalore,HSR Layout,Midnight,rainy,Assault,7,4,5,50,38,64,0,7,7.3
Ahmedabad,Chandkheda,Afternoon,cloudy,Pickpocketing,0,1,5,72,39,295,4,5,5.68
Ahmedabad,Naranpura,Evening,stormy,Fraud,8,0,1,44,37,204,2,8,6.43
Delhi,Nehru Place,Afternoon,foggy,Eve Teasing,8,0,6,17,43,134,6,0,5.76
Ahmedabad,Bopal,Evening,sunny,Theft,1,2,6,13,27,44,7,3,6.51
Kolkata,Gariahat,Night,rainy,Theft,1,2,4,70,39,277,9,3,6.98
Pune,Wakad,Midnight,stormy,Fraud,7,3,6,57,32,134,5,4,7.11
Bangalore,Whitefield,Afternoon,stormy,Assault,5,0,6,8,41,51,4,1,7.08
Hyderabad,Mehdipatnam,Night,foggy,Assault,2,2,1,18,15,228,9,0,7.34
Bangalore,BTM Layout,Evening,sunny,Chain Snatching,1,1,5,12,21,67,4,8,7.68
Bangalore,Jayanagar,Afternoon,cloudy,Cyber Crime,4,3,2,66,18,197,0,4,4.16
Kolkata,Dum Dum,Afternoon,stormy,Robbery,7,4,7,49,24,66,5,7,7.4
Ahmedabad,Navrangpura,Night,stormy,Chain Snatching,5,2,9,71,22,2,5,2,6.77
Hyderabad,LB Nagar,Afternoon,stormy,Chain Snatching,2,2,9,66,17,57,2,3,5.57
Kolkata,Park Street,Midnight,stormy,Robbery,8,0,9,74,37,255,3,3,8.42
Delhi,Nehru Place,Midnight,foggy,Pickpocketing,7,3,7,40,21,264,3,5,7.15
Pune,Chinchwad,Night,sunny,Theft,9,0,7,5,41,15,5,3,6.75
Chennai,Velachery,Evening,stormy,Pickpocketing,5,0,1,64,40,267,7,4,5.22
Bangalore,Whitefield,Night,cloudy,Chain Snatching,0,3,6,78,39,101,8,4,7.47
Chennai,Adyar,Midnight,cloudy,Assault,1,1,5,17,30,286,8,7,9.86
Pune,Koregaon Park,Morning,rainy,Robbery,3,2,8,16,41,221,4,8,8.29
Pune,Wakad,Morning,stormy,Eve Teasing,1,0,8,79,34,20,7,7,7.64
Kolkata,Park Street,Afternoon,stormy,Vandalism,2,2,4,21,44,20,7,4,5.86
Kolkata,Barasat,Afternoon,stormy,Vandalism,7,3,1,51,24,91,9,5,4.94
Kolkata,Park Street,Morning,stormy,Burglary,8,1,6,57,27,283,3,3,5.01
Chennai,Porur,Midnight,stormy,Fraud,5,4,1,71,44,132,3,1,5.54
Kolkata,Gariahat,Afternoon,cloudy,Carjacking,3,1,5,14,15,174,2,4,7.15
Pune,Chinchwad,Night,sunny,Carjacking,1,3,5,50,21,212,4,0,6.59
Delhi,Karol Bagh,Night,sunny,Mobile Theft,6,1,3,8,24,147,7,0,4.61
Kolkata,Dum Dum,Midnight,rainy,Eve Teasing,9,4,5,61,26,231,7,0,5.76
Mumbai,Dadar,Afternoon,cloudy,Burglary,6,0,6,42,28,164,8,3,6.58
Ahmedabad,Naranpura,Night,stormy,Theft,9,1,5,16,36,144,0,4,6.56
Chennai,Chrompet,Afternoon,sunny,Eve Teasing,8,3,1,35,25,297,3,3,4.59
Mumbai,Bandra,Afternoon,foggy,Cyber Crime,4,1,7,6,31,222,5,5,7.7
Kolkata,Tollygunge,Night,foggy,Chain Snatching,9,4,3,5,23,61,4,1,5.44
Pune,Pimpri,Morning,foggy,Eve Teasing,3,3,7,29,40,95,3,4,5.25
Delhi,Lajpat Nagar,Night,stormy,Vandalism,9,1,5,9,22,111,2,5,6.74
Bangalore,Marathahalli,Midnight,stormy,Carjacking,5,3,3,52,24,86,1,4,6.67
Hyderabad,Secunderabad,Evening,rainy,Theft,1,4,6,18,18,254,8,5,7.45
Ahmedabad,Maninagar,Night,rainy,Fraud,1,0,1,56,19,112,9,7,8.34
Hyderabad,Madhapur,Afternoon,rainy,Cyber Crime,8,4,6,78,38,253,2,1,3.57
Kolkata,Ultadanga,Afternoon,foggy,Chain Snatching,6,0,4,25,32,31,3,6,6.01
Ahmedabad,Nikol,Night,stormy,Fraud,6,2,4,29,20,63,0,5,5.19
Ahmedabad,Navrangpura,Evening,foggy,Vandalism,4,4,5,71,24,153,0,9,6.36
Delhi,Connaught Place,Night,rainy,Burglary,6,0,9,54,32,4,9,7,8.48
Ahmedabad,Bopal,Evening,stormy,Fraud,8,2,1,37,42,209,8,8,6.37
Chennai,Adyar,Evening,cloudy,Burglary,9,2,3,21,25,91,3,7,5.22
Mumbai,Mulund,Midnight,sunny,Chain Snatching,4,2,4,74,38,221,9,4,8.2
Mumbai,Malad,Afternoon,sunny,Carjacking,8,3,2,38,19,189,3,3,4.85
Mumbai,Dadar,Afternoon,rainy,Assault,0,4,9,30,42,59,5,2,7.3
Chennai,Adyar,Evening,foggy,Eve Teasing,2,4,7,46,40,204,1,9,7.71
Hyderabad,Jubilee Hills,Afternoon,cloudy,Pickpocketing,6,4,1,35,17,211,5,8,4.97
Delhi,Nehru Place,Morning,stormy,Theft,3,4,9,55,32,257,6,6,7.02
Ahmedabad,Navrangpura,Evening,foggy,Robbery,1,3,6,40,18,88,0,0,5.96
Chennai,Nungambakkam,Afternoon,rainy,Robbery,2,4,2,17,22,235,7,2,7.02
Mumbai,Thane,Morning,foggy,Chain Snatching,6,0,1,17,31,195,5,2,5.3
Kolkata,Tollygunge,Midnight,rainy,Eve Teasing,7,2,6,36,24,182,8,5,8.22
Bangalore,HSR Layout,Afternoon,sunny,Cyber Crime,8,3,7,9,33,250,3,1,3.7
Ahmedabad,Ghatlodia,Morning,sunny,Eve Teasing,5,3,6,16,43,223,1,3,5.37
Chennai,Nungambakkam,Night,foggy,Eve Teasing,9,4,7,63,15,170,8,1,5.38
Pune,Shivajinagar,Night,cloudy,Theft,8,2,6,45,16,197,7,4,6.24
Chennai,Anna Nagar,Morning,stormy,Carjacking,3,0,8,41,40,248,1,3,6.77
Delhi,Saket,Evening,rainy,Cyber Crime,4,2,2,72,25,180,7,3,5.38
Delhi,Vasant Kunj,Evening,stormy,Mobile Theft,0,1,9,52,29,276,7,3,8.05
Chennai,Adyar,Afternoon,sunny,Assault,8,2,9,47,37,274,4,3,5.68
Mumbai,Chembur,Night,cloudy,Mobile Theft,8,0,9,45,15,160,6,4,7.61
Bangalore,Jayanagar,Evening,cloudy,Eve Teasing,8,0,7,60,23,247,6,1,6.15
Ahmedabad,Isanpur,Evening,stormy,Pickpocketing,2,0,9,73,22,187,3,5,7.73
Delhi,Pitampura,Night,sunny,Assault,9,3,1,15,15,18,5,0,5.14
Ahmedabad,Chandkheda,Midnight,stormy,Theft,9,3,3,13,24,243,9,9,9.07
Mumbai,Mulund,Evening,foggy,Eve Teasing,9,1,2,32,31,112,5,1,4.68
Ahmedabad,Bopal,Morning,cloudy,Chain Snatching,7,2,1,26,32,277,5,2,3.99
Kolkata,Dum Dum,Afternoon,cloudy,Theft,2,4,5,79,30,50,8,1,4.38
Delhi,Saket,Evening,foggy,Assault,5,1,1,10,16,122,1,2,5.92
Mumbai,Malad,Evening,sunny,Burglary,4,4,3,30,36,237,9,7,6.57
Mumbai,Dadar,Midnight,cloudy,Burglary,7,4,6,20,31,61,7,2,5.37
Bangalore,HSR Layout,Morning,rainy,Mobile Theft,2,1,6,18,18,73,7,9,7.66
